Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/measure/icsdose/practice/F86058/,12,10,00:00:49,4,50.00%,50.00%,$5.50
/practice/C82038/,12,7,00:01:52,4,75.00%,50.00%,$2.86
/practice/C82124/,12,9,00:01:27,2,0.00%,25.00%,$3.33
/practice/C88046/,12,8,00:01:46,0,0.00%,16.67%,$10.00
/practice/C88051/,12,8,00:04:07,2,100.00%,33.33%,$3.75
/practice/D83028/,12,7,00:04:49,6,16.67%,25.00%,$2.86
/practice/E85066/,12,3,00:01:10,0,0.00%,8.33%,$6.67
/practice/E86028/,12,7,00:01:59,3,66.67%,33.33%,$2.86
/practice/F81044/price_per_unit/,12,1,00:00:11,0,0.00%,0.00%,$0.00
/practice/F83008/,12,7,00:01:55,4,100.00%,50.00%,$4.29
/practice/F84017/,12,8,00:00:50,1,0.00%,8.33%,$7.50
/practice/H81017/,12,12,00:00:00,10,100.00%,100.00%,$0.00
/practice/H81029/,12,10,00:02:50,3,66.67%,50.00%,$2.00
/practice/K84058/,12,8,00:00:16,1,100.00%,16.67%,$1.88
/practice/K84078/,12,10,00:01:02,1,0.00%,41.67%,$5.00
/practice/L83002/price_per_unit/?date=2018-01-01,12,2,00:02:34,0,0.00%,8.33%,$5.00
/practice/L83079/,12,5,00:01:51,0,0.00%,0.00%,$8.00
/practice/L84054/price_per_unit/?date=2018-01-01,12,2,00:03:10,1,0.00%,8.33%,$5.00
/practice/L84060/,12,11,00:04:48,4,100.00%,66.67%,$2.73
/practice/L84084/,12,4,00:01:25,0,0.00%,16.67%,$5.00
/practice/M85145/price_per_unit/,12,6,00:00:27,0,0.00%,8.33%,$6.67
/practice/P84009/,12,10,00:01:13,2,100.00%,25.00%,$1.50
/practice/P92003/,12,12,00:03:39,6,83.33%,75.00%,$2.50
/practice/Y01929/,12,11,00:01:16,9,100.00%,91.67%,$0.00
/practice/Y02578/,12,10,00:03:49,2,50.00%,33.33%,$6.00
/practice/Y03491/,12,10,00:03:31,10,60.00%,66.67%,$1.00
/practice/Y05027/,12,12,00:00:00,12,100.00%,100.00%,$0.00
/practice/Y05364/,12,11,00:02:52,8,87.50%,75.00%,$0.91
/measure/ktt9_antibiotics/practice/M85722/,11,4,00:02:02,0,0.00%,27.27%,$5.00
/measure/lyrica/practice/M87007/,11,11,00:00:10,4,0.00%,36.36%,$3.64
/measure/opioidper1000/practice/L83005/,11,10,00:00:32,9,77.78%,72.73%,$0.00
/measure/opioidper1000/practice/Y00164/,11,9,00:02:06,0,0.00%,36.36%,$3.33
/practice/A81608/,11,9,00:02:13,4,100.00%,36.36%,$7.78
/practice/A84026/,11,9,00:00:10,9,88.89%,81.82%,$0.00
/practice/A88012/,11,11,00:00:00,11,100.00%,100.00%,$0.00
/practice/B81061/,11,8,00:00:49,0,0.00%,9.09%,$6.25
/practice/B82020/,11,8,00:03:56,2,50.00%,45.45%,$3.75
/practice/B82023/,11,6,00:00:47,0,0.00%,9.09%,$8.33
/practice/C88009/,11,5,00:02:33,0,0.00%,27.27%,$2.00
/practice/C88038/,11,4,00:04:02,2,50.00%,9.09%,$5.00
/practice/C88048/,11,7,00:09:36,0,0.00%,27.27%,$4.29
/practice/D82099/,11,3,00:02:24,1,0.00%,9.09%,$3.33
/practice/D83010/,11,9,00:03:15,5,40.00%,27.27%,$4.44
/practice/D83030/,11,4,00:00:25,0,0.00%,18.18%,$5.00
/practice/E83030/,11,8,00:00:32,2,50.00%,45.45%,$2.50
/practice/E84008/,11,8,00:01:46,4,25.00%,36.36%,$3.75
/practice/F83635/,11,10,00:00:36,5,100.00%,54.55%,$2.00
/practice/G82028/,11,11,00:10:42,8,100.00%,81.82%,$1.82
/practice/J81621/,11,5,00:02:04,4,50.00%,36.36%,$6.00
/practice/J82163/,11,7,00:03:24,7,57.14%,54.55%,$2.86
/practice/J83009/,11,5,00:06:58,1,0.00%,27.27%,$10.00
/practice/K83013/,11,6,00:01:13,2,50.00%,18.18%,$10.00
/practice/K84017/,11,7,00:01:38,2,100.00%,45.45%,$8.57
/practice/L81022/,11,2,00:00:48,1,100.00%,18.18%,$5.00
/practice/L82008/,11,7,00:01:19,5,60.00%,54.55%,$2.86
/practice/L83034/,11,10,00:05:44,4,75.00%,81.82%,$2.00
/practice/L83106/,11,7,00:00:48,0,0.00%,27.27%,$5.71
/practice/L84037/,11,7,00:01:28,0,0.00%,27.27%,$9.29
/practice/L84050/,11,6,00:01:16,1,0.00%,18.18%,$5.00
/practice/L84057/,11,10,00:04:53,3,100.00%,45.45%,$4.00
/practice/L84072/,11,5,00:01:39,0,0.00%,18.18%,$4.00
/practice/M82010/,11,3,00:01:16,0,0.00%,0.00%,$3.33
/practice/M83042/,11,9,00:04:18,8,75.00%,72.73%,$3.33
/practice/M84049/,11,7,00:01:48,0,0.00%,0.00%,$10.00
/practice/P82010/,11,5,00:01:38,1,100.00%,9.09%,$10.00
/practice/Y00028/,11,7,00:02:21,7,57.14%,63.64%,$1.43
/practice/Y00081/,11,9,00:00:04,9,77.78%,81.82%,$0.00
/practice/Y00206/,11,8,00:02:25,7,85.71%,63.64%,$2.50
/practice/Y00732/,11,10,00:01:04,10,90.00%,90.91%,$1.00
/practice/A81026/,10,8,00:02:07,2,50.00%,30.00%,$6.25
/practice/A85609/,10,10,00:03:18,0,0.00%,20.00%,$5.00
/practice/B81663/,10,9,00:00:49,9,66.67%,70.00%,$2.22
/practice/B83019/,10,7,00:03:39,0,0.00%,40.00%,$8.57
/practice/B86036/,10,3,00:00:43,0,0.00%,0.00%,$6.67
/practice/B86673/,10,7,00:04:48,1,0.00%,20.00%,$4.29
/practice/C83007/,10,9,00:01:26,3,100.00%,50.00%,$2.22
/practice/C84024/,10,6,00:01:14,0,0.00%,50.00%,$3.33
/practice/C87016/,10,5,00:00:37,0,0.00%,0.00%,$4.00
/practice/D81612/,10,5,00:02:12,0,0.00%,30.00%,$4.00
/practice/D82002/,10,6,00:01:05,0,0.00%,40.00%,$3.33
/practice/D82084/,10,5,00:03:33,2,100.00%,30.00%,$0.00
/practice/D83002/,10,9,00:01:52,3,100.00%,80.00%,$3.33
/practice/E84025/,10,5,00:01:18,2,50.00%,40.00%,$4.00
/practice/E84620/,10,4,00:01:46,3,33.33%,30.00%,$5.00
/practice/F81070/,10,2,00:00:59,0,0.00%,0.00%,$5.00
/practice/F81099/,10,8,00:00:37,3,100.00%,70.00%,$1.25
/practice/F82010/,10,8,00:02:23,0,0.00%,20.00%,$10.00
/practice/F86650/,10,3,00:00:40,2,50.00%,10.00%,$6.67
/practice/G82119/,10,7,00:01:31,1,100.00%,20.00%,$3.57
/practice/G85015/,10,10,00:00:00,9,100.00%,100.00%,$0.00
/practice/G85695/,10,7,00:01:08,2,50.00%,20.00%,$5.00
/practice/H82065/,10,6,00:01:29,0,0.00%,20.00%,$5.00
/practice/J83026/,10,6,00:00:48,1,0.00%,30.00%,$3.33
/practice/J83043/,10,9,00:02:47,4,75.00%,70.00%,$4.44
/practice/K84052/,10,9,00:00:39,1,100.00%,10.00%,$10.56
/practice/L81025/,10,7,00:01:30,0,0.00%,40.00%,$5.71
/practice/L81031/,10,1,00:00:58,0,0.00%,10.00%,$10.00
/practice/L81065/,10,9,00:01:32,1,100.00%,20.00%,$5.00
/practice/L83007/price_per_unit/?date=2018-01-01,10,2,00:00:59,0,0.00%,20.00%,$5.00
/practice/L83008/,10,7,00:01:19,0,0.00%,10.00%,$10.00
/practice/L83020/,10,6,00:00:55,1,100.00%,30.00%,$5.00
/practice/L83026/,10,8,00:05:38,4,75.00%,40.00%,$5.00
/practice/L83048/,10,7,00:03:25,2,50.00%,20.00%,$4.29
/practice/L83100/,10,7,00:00:58,3,100.00%,60.00%,$1.43
/practice/L83648/,10,5,00:00:32,1,0.00%,10.00%,$2.00
/practice/L84038/,10,5,00:01:21,2,50.00%,20.00%,$10.00
/practice/M81629/,10,5,00:01:15,0,0.00%,20.00%,$6.00
/practice/M84062/,10,2,00:01:52,1,100.00%,10.00%,$10.00
/practice/M85145/,10,8,00:01:46,1,0.00%,0.00%,$7.50
/practice/N84624/,10,5,00:01:58,0,0.00%,0.00%,$6.00
/practice/P81082/,10,8,00:00:31,5,60.00%,70.00%,$2.50
/practice/P81119/,10,9,00:04:04,1,100.00%,70.00%,$3.33
/practice/P82001/,10,3,00:03:42,3,66.67%,30.00%,$3.33
/practice/P83609/,10,4,00:01:01,4,50.00%,30.00%,$2.50
/practice/P86006/,10,4,00:01:45,0,0.00%,10.00%,$10.00
/practice/P89015/,10,9,00:01:21,8,75.00%,80.00%,$2.22
/practice/Y00418/,10,10,00:00:00,10,100.00%,100.00%,$0.00
/practice/Y02134/,10,10,00:00:00,9,100.00%,100.00%,$0.00
/practice/Y03593/,10,5,00:02:17,5,80.00%,50.00%,$2.00
/practice/Y04957/,10,3,00:01:21,0,0.00%,10.00%,$6.67
/measure/doacs/practice/C82631/,9,8,00:01:13,3,33.33%,44.44%,$0.00
/measure/doacs/practice/P81213/,9,7,00:01:12,3,66.67%,55.56%,$4.29
/measure/ktt9_antibiotics/practice/M83709/,9,7,00:00:28,6,100.00%,77.78%,$1.43
/measure/ktt9_antibiotics/practice/P83605/,9,8,00:01:54,4,25.00%,33.33%,$2.50
/measure/statinintensity/practice/K83032/,9,6,00:05:48,0,0.00%,0.00%,$0.00
/measure/trimethoprim/practice/P83605/,9,5,00:03:00,1,0.00%,22.22%,$2.00
/practice/B81006/,9,7,00:00:51,6,66.67%,66.67%,$0.00
/practice/B86625/,9,5,00:01:59,3,33.33%,22.22%,$4.00
/practice/C82610/price_per_unit/,9,2,00:00:11,1,0.00%,0.00%,$5.00
/practice/C83014/,9,4,00:03:00,3,66.67%,44.44%,$0.00
/practice/C83032/,9,7,00:02:22,4,50.00%,33.33%,$2.86
/practice/C84105/,9,7,00:02:53,3,66.67%,44.44%,$5.71
/practice/C84138/,9,7,00:02:10,2,50.00%,55.56%,$5.71
/practice/C88015/price_per_unit/,9,6,00:00:33,6,66.67%,55.56%,$3.33
/practice/C88019/#dipyridamole,9,3,00:03:17,3,66.67%,33.33%,$3.33
/practice/C88035/,9,8,00:02:52,1,100.00%,44.44%,$5.00
/practice/C88085/,9,8,00:01:35,3,66.67%,44.44%,$3.75
/practice/D81636/,9,8,00:00:16,8,87.50%,88.89%,$1.25
/practice/E83042/,9,9,00:00:50,8,100.00%,88.89%,$1.11
/practice/E84070/,9,5,00:00:30,2,50.00%,22.22%,$4.00
/practice/E85044/,9,9,00:02:43,9,88.89%,88.89%,$0.00
/practice/E86015/,9,6,00:08:24,6,66.67%,66.67%,$1.67
/practice/F81150/,9,6,00:02:39,4,50.00%,55.56%,$1.67
/practice/F81741/,9,8,00:07:35,7,100.00%,88.89%,$1.25
/practice/F85033/,9,9,00:00:53,7,100.00%,77.78%,$2.22
/practice/F85669/,9,6,00:04:08,4,50.00%,55.56%,$0.00
/practice/G81030/,9,5,00:04:45,1,100.00%,11.11%,$2.00
/practice/G81074/,9,9,00:04:56,1,100.00%,55.56%,$1.11
/practice/G85632/,9,1,00:01:39,0,0.00%,11.11%,$10.00
/practice/H81062/,9,2,00:03:08,1,100.00%,11.11%,$5.00
/practice/H81070/,9,6,00:02:04,0,0.00%,22.22%,$5.00
/practice/J81011/,9,7,00:01:37,5,60.00%,66.67%,$2.86
/practice/J82138/,9,6,00:00:32,0,0.00%,11.11%,$3.33
/practice/K82043/,9,1,00:04:19,0,0.00%,11.11%,$10.00
/practice/K84003/,9,5,00:01:18,0,0.00%,0.00%,$10.00
/practice/K84040/price_per_unit/,9,9,00:00:13,1,0.00%,0.00%,$7.78
/practice/K84046/,9,2,00:04:56,0,0.00%,11.11%,$10.00
/practice/K84049/,9,7,00:01:39,0,0.00%,33.33%,$10.00
/practice/L81024/,9,9,00:03:33,6,100.00%,66.67%,$2.22
/practice/L81034/,9,8,00:02:17,2,100.00%,33.33%,$6.25
/practice/L81106/,9,8,00:04:00,3,66.67%,55.56%,$2.50
/practice/L83074/,9,8,00:01:15,4,100.00%,77.78%,$0.00
/practice/L83083/,9,7,00:00:59,1,0.00%,22.22%,$8.57
/practice/L83101/price_per_unit/,9,9,00:02:44,1,100.00%,55.56%,$3.33
/practice/L84043/,9,6,00:00:51,1,0.00%,11.11%,$5.00
/practice/L85002/,9,7,00:02:54,4,75.00%,55.56%,$4.29
/practice/M85019/,9,5,00:01:47,1,100.00%,11.11%,$6.00
/practice/M87007/,9,4,00:01:25,0,0.00%,0.00%,$6.25
/practice/M87620/price_per_unit/,9,5,00:00:24,1,0.00%,22.22%,$6.00
/practice/N84008/,9,7,00:00:12,6,50.00%,44.44%,$5.71
/practice/P81016/,9,7,00:02:11,0,0.00%,22.22%,$4.29
/practice/P81213/,9,6,00:00:31,0,0.00%,11.11%,$5.00
/practice/P84616/,9,7,00:04:08,0,0.00%,0.00%,$3.57
/practice/P84631/,9,9,00:01:31,8,75.00%,66.67%,$1.11
/practice/P84678/,9,5,00:01:55,0,0.00%,0.00%,$11.00
/practice/P85015/,9,3,00:04:25,0,0.00%,0.00%,$6.67
/practice/P87015/,9,6,00:01:28,0,0.00%,11.11%,$5.00
/practice/P87020/,9,6,00:00:23,2,100.00%,33.33%,$5.00
/practice/P88005/,9,4,00:00:50,0,0.00%,0.00%,$11.25
/practice/P89003/,9,8,00:00:42,2,50.00%,44.44%,$3.75
/practice/P91017/,9,4,00:01:00,1,100.00%,22.22%,$5.00
/practice/Y00090/,9,3,00:00:48,0,0.00%,11.11%,$3.33
/practice/Y00902/,9,4,00:00:54,0,0.00%,11.11%,$5.00
/practice/Y02645/,9,8,00:01:57,7,85.71%,88.89%,$0.00
/practice/Y04727/,9,8,00:02:01,8,87.50%,88.89%,$0.00
/practice/Y05180/,9,9,00:01:11,9,77.78%,77.78%,$0.00
/practice/Y05311/,9,8,00:00:26,8,87.50%,88.89%,$0.00
/measure/doacs/practice/B81040/,8,8,00:02:17,4,50.00%,62.50%,$2.50
/measure/icsdose/practice/F84017/,8,4,00:01:14,0,0.00%,37.50%,$2.50
/measure/lyrica/practice/M81040/,8,1,00:00:29,0,0.00%,0.00%,$10.00
/practice/A83008/,8,5,00:04:29,2,50.00%,37.50%,$4.00
/practice/A83054/,8,6,00:01:12,3,66.67%,37.50%,$5.00
/practice/A86003/,8,7,00:01:18,1,100.00%,25.00%,$4.29
/practice/A88003/,8,4,00:02:49,0,0.00%,0.00%,$10.00
/practice/B81009/,8,7,00:03:01,1,100.00%,25.00%,$1.43
/practice/B81101/,8,7,00:02:03,2,100.00%,37.50%,$2.86
/practice/B82034/price_per_unit/,8,1,00:00:19,0,0.00%,0.00%,$10.00
/practice/B82074/,8,6,00:01:07,0,0.00%,25.00%,$5.00
/practice/B83013/,8,5,00:00:35,0,0.00%,25.00%,$7.00
/practice/B86033/,8,4,00:00:18,1,0.00%,0.00%,$2.50
/practice/B86669/,8,5,00:04:37,1,100.00%,50.00%,$4.00
/practice/C83613/,8,7,00:02:53,6,100.00%,87.50%,$1.43
