practice_id,name,ccg_id,total_list_size,small_flag,single_handed,gp_count,open_years,dispensing,rural,urban,imd,abx_per_starpu
A81633,FOUNDATIONS -HARRIS STREET,00M,859,1,0,2,16,0,0,0,64.82837884,0.5821459809029836
A81634,THE ARRIVAL PRACTICE,00K,2118,1,0,4,15,0,0,0,58.38800181,0.5311287069512075
A82003,ULVERSTON HEALTH CENTRE (MURRAY),01K,10890,0,0,9,44,0,1,0,15.51997488,0.51200530007873
A82004,ALSTON MEDICAL PRACTICE,01H,2255,1,0,3,44,1,1,0,19.05945654,0.5275874869797752
A82005,AMBLESIDE HEALTH CENTRE,01K,6394,0,0,6,44,0,1,0,12.48831591,0.5267537881956994
A82006,APPLEBY MEDICAL PRACTICE,01H,4853,0,0,5,44,0,1,0,15.06987332,0.43692870368601616
A82007,DUKE STREET SURGERY,01K,9524,0,0,6,44,0,0,0,35.54259594,0.5293353206048099
A82008,NORWOOD MEDICAL CENTRE,01K,10974,0,0,6,44,0,0,0,31.96101079,0.5957671873869776
A82009,BRIDGEGATE MEDICAL CENTRE,01K,8960,0,0,6,44,0,0,0,34.61431734,0.6313650598178361
A82010,ABBEY ROAD SURGERY,01K,6699,0,0,3,44,0,0,0,27.09549171,0.5123643769224223
A82012,BRAMPTON MEDICAL PRACTICE,01H,15756,0,0,13,44,1,0,0,15.19626263,0.6085159518645731
A82013,UPPER EDEN MEDICAL PRACTICE,01H,6792,0,0,7,44,1,1,0,19.14785581,0.47027947277452575
A82014,CALDBECK SURGERY,01H,4233,0,0,7,44,1,1,0,15.99653288,0.46031211502776975
A82015,WARWICK ROAD SURGERY,01H,5574,0,0,3,44,0,0,0,29.26546443,0.5676083783415751
A82016,CARLISLE HEALTHCARE,01H,36232,0,0,28,44,0,0,0,23.70377944,0.5940067887174035
A82018,SPENCER ST SURGERY,01H,12332,0,0,9,44,0,0,0,24.2527312,0.5342656829859351
A82019,FUSEHILL MEDICAL PRACTICE,01H,8405,0,0,7,44,0,0,0,24.55590085,0.6391822926924547
A82020,EDEN MEDICAL GROUP,01H,15169,0,0,8,44,0,0,0,25.35459553,0.5995076063388648
A82021,CASTLEGATE AND DERWENT SURGERY,01H,17121,0,0,13,44,1,1,0,13.18429145,0.4758102245298706
A82022,DALSTON MEDICAL GROUP,01H,5139,0,0,4,44,1,0,0,15.43839109,0.5715657482128227
A82023,DISTINGTON SURGERY,01H,4459,0,0,8,44,1,1,0,25.25998391,0.5389205234952417
A82024,SEASCALE HEALTH CENTRE,01H,5606,0,0,9,44,1,1,0,14.09752097,0.5226798020317193
A82025,CAPTAIN FRENCH SURGERY,01K,9918,0,0,7,44,0,1,0,13.36952011,0.437790007702806
A82026,THE JAMES COCHRANE PRACT.,01K,17293,0,0,10,44,1,1,0,11.76576495,0.39693677588774656
A82027,STATION HOUSE SURGERY,01K,10286,0,0,10,44,1,1,0,12.48000995,0.4529789258736701
A82028,CASTLEHEAD MEDICAL CENTRE,01H,8288,0,0,7,44,1,1,0,11.61020076,0.46259194151580163
A82029,THE CROFT SURGERY,01H,3484,0,0,4,44,1,1,0,18.12461429,0.4242470337483391
A82030,LUNESDALE SURGERY,01K,6038,0,0,7,44,1,1,0,10.85761797,0.5260570921250785
A82031,SHAP MEDICAL PRACTICE,01H,2977,1,0,3,44,1,1,0,14.50862513,0.5183287518025489
A82032,MARYPORT HEALTH SERVICES,01H,13810,0,0,10,44,0,1,0,31.66234389,0.6102296011178799
A82033,WATERLOO HOUSE SURGERY,01K,8318,0,0,8,44,0,1,0,27.39226567,0.7136699730950131
A82034,STONELEIGH SURGERY,01K,6569,0,0,6,44,1,1,0,8.437960308,0.6286833372386996
A82035,BIRBECK MEDICAL GROUP,01H,14657,0,0,12,44,0,1,0,14.24233804,0.4362942396356498
A82036,THE LAKES MEDICAL PRACTICE,01H,10033,0,0,6,44,0,1,0,14.26194853,0.38284853268623104
A82037,SILLOTH GROUP MEDICAL PRACTICE,01H,4187,0,0,3,44,0,1,0,22.53866146,0.38111691267516645
A82038,TEMPLE SOWERBY MEDICAL PRACTICE,01H,4539,0,0,5,44,1,1,0,15.92237128,0.3645744618927741
A82039,DALTON SURGERY,01K,8607,0,0,7,44,0,0,0,18.81695862,0.4112177858039772
A82041,LOWTHER MEDICAL CENTRE,01H,9889,0,0,8,44,0,1,0,28.55776378,0.6505858418544701
A82044,FELLVIEW HEALTHCARE,01H,22733,0,0,8,44,0,1,0,27.5984605,0.682818632210239
A82045,WIGTON GROUP MEDICAL PRACTICE,01H,8657,0,0,7,44,0,1,0,18.79769694,0.5519933539307584
A82046,WINDERMERE HEALTH CENTRE,01K,5869,0,0,7,44,0,1,0,11.18024193,0.5267449853046425
A82047,JAMES STREET GROUP PRACT,01H,9159,0,0,8,44,0,1,0,30.34777474,0.7218596371824593
A82048,BEECHWOOD GROUP PRACTICE,01H,6461,0,0,2,44,0,0,0,28.59570687,0.6204272443658506
A82049,ORCHARD HOUSE SURGERY,01H,5724,0,0,6,44,0,1,0,29.57106083,0.7570727220533056
A82050,OXFORD STREET SURGERY,01H,6874,0,0,4,44,0,1,0,27.2114857,0.8063993011184851
A82053,NUTWOOD MEDICAL PRACTICE,01K,4842,0,0,5,44,0,1,0,11.40131438,0.45170113966165504
A82055,ASPATRIA MEDICAL GROUP,01H,6907,0,0,7,44,0,1,0,21.27779443,0.5411539037773114
A82058,QUEEN STREET MEDICAL PRACTICE,01H,4146,0,0,3,44,0,1,0,25.51689391,0.5233999153947356
A82062,ATKINSON HEALTH CENTRE,01K,4731,0,0,4,44,0,0,0,38.15075768,0.6091849045805284
A82064,WESTCROFT HOUSE SURGERY,01H,4475,0,0,3,44,0,1,0,23.63687099,0.686750951831032
A82065,PENINSULA MEDICAL PRACTICE,01K,2953,1,0,3,44,0,1,0,11.84746592,0.6785739890736817
A82068,ULVERSTON COMMUNITY HEALTH CENTRE,01K,4316,0,0,3,44,0,1,0,16.12833691,0.5408426593356872
A82070,ST. MARY'S SURGERY,01K,6127,0,0,6,44,1,1,0,11.82078818,0.41389901783952093
A82071,BURNETT EDGAR MEDICAL CTR,01K,4274,0,0,3,33,0,0,0,28.82942949,0.5227621296947804
A82072,RISEDALE SURGERY,01K,6848,0,0,5,44,0,0,0,34.2607657,0.6736439297134857
A82075,MANSION HOUSE SURGERY,01H,6230,0,0,5,44,0,1,0,28.0624211,0.5679674459174359
A82077,LIVERPOOL HOUSE SURGERY,01K,5236,0,0,2,24,0,0,0,31.54752305,1.0497620854775436
A82608,SEDBERGH MEDICAL PRACTICE,01K,4198,0,0,5,31,1,1,0,14.05623071,0.5419895391235354
A82613,WRAYSDALE HOUSE SURGERY,01K,992,1,0,2,31,1,1,0,15.92657084,0.5145628178837681
A82617,KIRKOSWALD SURGERY,01H,2463,1,0,2,33,1,1,0,13.83360367,0.5878153061618822
A82620,GLENRIDDING HEALTH CENTRE,01H,751,1,0,3,44,1,1,0,15.72853448,0.45741376965835895
A82621,ASKAM SURGERY,01K,1616,1,1,1,44,1,0,0,18.53849516,0.5846281932610938
A82623,SOLWAY HEALTH SERVICES,01H,4919,0,1,1,44,1,1,0,28.71609192,0.6942710866421622
A82629,THE FAMILY PRACTICE,01K,3464,0,0,2,33,0,0,0,38.82335004,0.48911235954669824
A82631,COURT THORN SURGERY,01H,3163,0,0,4,32,1,1,0,14.86910766,0.5965194785929429
A82646,LONGTOWN MEDICAL CENTRE,01H,3537,0,0,3,28,0,0,0,29.69410017,0.5214470386788469
A82647,CARTMEL SURGERY,01K,2580,1,0,2,28,1,1,0,11.7600029,0.49636056020364727
A82650,HAVERTHWAITE SURGERY,01K,2734,1,0,4,27,1,1,0,16.5059739,0.5423034534661159
A82651,DUDDON VALLEY MEDICAL PRACTICE,01K,3344,0,0,3,25,1,1,0,14.14631449,0.5432654340382547
A82654,WARWICK SQUARE GROUP PRACTICE,01H,7631,0,0,4,17,0,0,0,25.05499921,0.6495754350664638
A83001,ST ANDREW'S MEDICAL PRACTICE,00D,11079,0,0,5,44,1,1,0,26.12267528,0.6904566982280902
A83003,WILLINGTON MEDICAL GROUP,00D,9219,0,0,6,44,0,1,0,31.298956,0.6285573871473393
A83005,WHINFIELD MEDICAL PRACTICE,00C,11792,0,0,9,44,0,0,0,23.74550786,0.6083500265662896
A83006,ORCHARD COURT SURGERY,00C,8019,0,0,7,44,0,0,0,24.75371651,0.49904556729418587
A83007,BLACKHALL AND PETERLEE PRACTICE,00D,9879,0,0,8,44,0,1,0,37.45326522,0.6309693850566513
A83008,HALLGARTH SURGERY,00D,5525,0,0,5,44,0,1,0,42.49631736,0.7130306374590946
A83009,BRIDGE END SURGERY,00J,8582,0,0,7,44,0,1,0,18.88249166,0.5803345519044788
A83010,MOORLANDS SURGERY,00C,14108,0,0,9,44,0,0,0,20.2357006,0.4916605091496927
A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,00J,31442,0,0,12,44,0,1,0,11.62961255,0.3014309048358276
A83012,WILLIAM BROWN CENTRE,00D,16487,0,0,9,44,0,1,0,37.19008084,0.6188079374548385
A83013,NEASHAM ROAD SURGERY,00C,11284,0,0,7,44,0,0,0,31.19826137,0.6598684623102153
A83014,BELMONT & SHERBURN MEDICAL GROUP,00J,7078,0,0,5,44,1,1,0,17.12666522,0.6928502240177222
A83015,STATION VIEW MEDICAL CENTRE,00D,10248,0,0,6,44,0,1,0,31.94982626,0.5637266072963039
A83016,TANFIELD VIEW MEDICAL GROUP,00J,11358,0,0,7,44,0,1,0,30.75344453,0.595510923148557
A83018,CONSETT MEDICAL CENTRE,00J,18908,0,0,13,44,0,0,0,21.70900036,0.7528615066489502
A83020,NORTH HOUSE SURGERY,00D,13393,0,0,8,44,0,1,0,28.34406482,0.6578755000277288
A83021,AUCKLAND MEDICAL GROUP,00D,14308,0,0,10,44,1,1,0,31.57360069,0.7698810335471136
A83022,THE MEDICAL GROUP,00J,24187,0,0,18,44,1,1,0,24.05441715,0.607426564262257
A83023,STANLEY MEDICAL GROUP,00J,11400,0,0,8,44,0,1,0,32.50861315,0.5441147295183456
A83024,WEST RAINTON SURGERY,00J,5669,0,0,6,44,1,1,0,24.83074838,0.44512038216563654
A83025,BISHOPGATE MEDICAL CENTRE,00D,13435,0,0,8,44,0,1,0,35.77597832,0.7089944643149048
A83026,SACRISTON MEDICAL CENTRE,00J,10093,0,0,8,44,0,1,0,22.52280718,0.6233873863850306
A83027,COXHOE MEDICAL PRACTICE,00J,6405,0,0,5,44,0,1,0,18.9003789,0.7130091642110215
A83028,MIDDLE CHARE MEDICAL GROUP,00J,9689,0,0,7,44,0,1,0,18.91412138,0.5535909159676435
A83029,GREAT LUMLEY SURGERY,00J,4893,0,0,5,44,0,1,0,16.51297918,0.5790323123287806
A83030,DUNELM MEDICAL PRACTICE,00J,12731,0,0,9,44,0,1,0,21.28532259,0.5741042044354312
A83031,CARMEL MEDICAL PRACTICE,00C,10091,0,0,10,44,0,0,0,16.48512687,0.5261378836924719
A83032,WOODVIEW MEDICAL PRACTICE,00D,2441,1,0,2,44,1,1,0,24.66260365,0.3663493037907651
A83033,PELTON & FELLROSE MEDICAL GROUP,00J,8823,0,0,7,44,1,1,0,24.64191693,0.5141690362113794
A83034,BLACKETTS MEDICAL PRACTICE,00C,10168,0,0,8,44,0,0,0,23.54048664,0.49560238441785465
A83035,THE WEARDALE PRACTICE,00D,7167,0,0,8,44,1,1,0,17.55554146,0.36474468960850226
A83036,CHASTLETON MEDICAL GROUP,00J,11494,0,0,9,44,0,1,0,9.664764025,0.5197795931923721
A83037,BEWICK CRESCENT SURGERY,00D,13871,0,0,12,44,1,1,0,23.3852399,0.5887818413951268
A83038,CEDARS MEDICAL GROUP,00J,5705,0,0,5,44,0,1,0,17.70998573,0.42515857208490127
A83040,CLIFTON COURT MEDICAL PRACTICE,00C,12117,0,0,8,44,0,0,0,30.95237792,0.4234327091153781
A83041,MURTON MEDICAL CENTRE,00D,7571,0,0,6,44,0,1,0,28.33902222,0.6583283597110506
A83043,OLD FORGE SURGERY,00D,2697,1,0,3,44,1,1,0,18.84074273,0.47487054322262967
A83044,THE HORDEN GROUP PRACTICE,00D,7370,0,0,5,44,0,1,0,41.23795046,0.5559561350321588
A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,00D,15291,0,0,11,44,0,1,0,32.65279666,0.4809522013486127
A83046,BARNARD CASTLE SURGERY,00D,10574,0,0,11,44,1,1,0,14.80805794,0.4059175766909199
A83047,DENMARK STREET SURGERY,00C,14637,0,0,11,44,0,0,0,26.51973776,0.6268766786932048
A83048,ROCKLIFFE COURT SURGERY,00C,5658,0,0,4,44,1,0,0,12.61450036,0.5547745338323433
A83049,QUEENS ROAD SURGERY,00J,13530,0,0,7,44,0,1,0,19.68517997,0.6338776606659478
A83050,CESTRIA HEALTH CENTRE,00J,12243,0,0,13,44,0,1,0,17.69424763,0.693136660743244
A83051,MARLBOROUGH SURGERY,00D,10245,0,0,8,44,0,1,0,28.68329241,0.6053263133974532
A83052,BISHOPS CLOSE MEDICAL PRACTICE,00D,8760,0,0,7,44,0,1,0,26.93077838,0.6204676644645853
A83054,SKERNE MEDICAL GROUP,00D,15544,0,0,15,44,0,1,0,19.13864304,0.5464363787065165
A83055,CHEVELEY PARK MEDICAL CTR,00J,4252,0,0,5,44,0,1,0,11.60836239,0.4034810279457643
A83057,EAST DURHAM MEDICAL GROUP,00D,6327,0,0,4,44,0,1,0,44.83738161,0.6371332350146431
A83060,PINFOLD MEDICAL PRACTICE,00D,2986,1,0,4,44,1,1,0,20.20472517,0.7512096235632857
A83061,GAINFORD SURGERY,00D,3419,0,0,4,44,1,1,0,12.53756077,0.6148150593455963
A83066,JUBILEE MEDICAL GROUP,00D,10543,0,0,7,44,0,1,0,29.62425987,0.6535903423434469
A83070,ST GEORGE'S MEDICAL PRACTICE,00C,5512,0,0,5,44,1,0,0,11.58005965,0.43352789850333334
A83071,THE NEW SEAHAM MEDICAL GROUP,00D,5089,0,0,3,44,0,1,0,27.75614698,0.6115546844820622
A83072,LANCHESTER MEDICAL CENTRE,00J,4188,0,0,4,44,0,1,0,12.7590229,0.4913577773283872
A83073,DRS LAMBERT & NG,00J,5178,0,0,2,30,0,1,0,32.28861365,0.7131393583572355
A83074,PEASE WAY MEDICAL CENTRE,00D,11495,0,0,8,26,0,1,0,27.48431515,0.6674800945317805
A83075,BYRON MEDICAL PRACTICE,00D,4656,0,0,2,26,0,1,0,29.05013591,0.5071463524458802
A83603,OXFORD ROAD MEDICAL PRACTICE,00D,2630,1,0,3,44,0,1,0,26.77648751,0.6267827704917018
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,00D,2909,1,0,3,44,0,1,0,32.07490174,0.8197564355991729
A83616,BEVAN MEDICAL GROUP,00D,2493,1,0,3,33,0,1,0,40.09177271,0.7671703411748798
A83617,BROWNEY HOUSE SURGERY,00J,2650,1,0,2,34,1,1,0,19.2259066,0.678014583999532
A83618,OAKFIELDS HEALTH GROUP,00J,4385,0,0,5,44,1,1,0,20.79610133,0.722401687010635
A83619,SOUTHDENE MEDICAL CENTRE,00D,2994,1,0,3,33,0,1,0,40.20368527,0.7157357818815169
A83622,THE HAVEN SURGERY,00J,1651,1,0,2,44,1,1,0,25.52631494,0.37139122567635946
A83626,EVENWOOD MEDICAL PRACTICE,00D,2000,1,0,5,33,1,1,0,30.09710365,0.5720265983426882
A83627,SILVERDALE FAMILY PRACTICE,00D,5581,0,0,5,30,0,1,0,33.90889369,0.5216005845377217
A83630,DENHOLM HOUSE,00J,2420,1,1,1,28,0,1,0,26.20256904,0.5438498704147721
A83632,CRAGHEAD MEDICAL CENTRE,00J,2424,1,0,3,26,0,1,0,34.20398794,0.6114692163097872
A83634,WEST CORNFORTH MEDICAL CENTRE,00D,2706,1,0,2,23,0,1,0,38.91429637,0.7894527822883008
A83635,BOWBURN MEDICAL CENTRE,00J,4094,0,1,1,23,0,1,0,20.12743397,0.6259249218553491
A83636,LEADGATE SURGERY,00J,5900,0,0,3,23,0,1,0,23.78012017,0.6541692132173058
A83637,GARDINER CRESCENT,00J,2058,1,0,2,21,0,1,0,27.54207821,0.8603101245817273
A83641,PARKGATE SURGERY,00C,4907,0,0,3,18,0,0,0,35.42304545,0.5180554602028633
A83644,ANNFIELD PLAIN SURGERY,00J,3506,0,0,3,17,0,1,0,32.67253399,0.5206431207610956
A84002,THE ROTHBURY PRACTICE,00L,5761,0,0,8,44,0,1,0,14.52005691,0.4340519224677127
A84003,LINTONVILLE MEDICAL GROUP,00L,13310,0,0,9,44,0,1,0,32.71998315,0.7804273402344106
A84005,BEDLINGTONSHIRE MED.GROUP,00L,11499,0,0,9,44,0,1,0,20.73455977,0.6129906319887046
A84006,ALNWICK MEDICAL GROUP,00L,18403,0,0,13,44,1,1,0,15.38630685,0.8589505453363032
A84007,PONTELAND MEDICAL GROUP,00L,10095,0,0,11,44,1,1,0,8.982113297,0.5651397144522695
A84008,BELFORD MEDICAL PRACTICE,00L,4465,0,0,5,44,1,1,0,20.97906199,0.5245334137728525
A84009,RAILWAY MEDICAL GROUP,00L,23280,0,0,19,44,0,1,0,32.11510645,0.6127810703008333
A84011,WHITE MEDICAL GROUP,00L,7551,0,0,7,44,1,1,0,9.733528571,0.5667867775141149
A84013,THE GABLES MEDICAL GROUP,00L,6067,0,0,6,44,1,1,0,28.87551653,0.4951153054186458
A84014,MARINE MEDICAL GROUP,00L,10937,0,0,10,44,0,1,0,29.37062665,0.5444523693477634
A84015,LABURNUM SURGERY,00L,2433,1,0,2,44,0,1,0,38.84147039,0.9354142428127732
A84016,PRUDHOE MEDICAL GROUP,00L,6781,0,0,7,44,0,1,0,13.1956503,0.40809475134963163
A84018,CORBRIDGE HEALTH CENTRE,00L,7012,0,0,7,44,1,1,0,10.34081032,0.5230709957285403
A84020,GUIDEPOST MEDICAL GROUP,00L,8198,0,0,9,44,0,1,0,23.98849281,0.5840523828781686
A84022,COQUET MEDICAL GROUP,00L,11632,0,0,10,44,0,1,0,23.94681022,0.6702015128994948
A84024,BURN BRAE MEDICAL GROUP,00L,9416,0,0,9,44,0,1,0,13.60460123,0.5582141879792646
A84025,CRAMLINGTON MEDICAL GROUP,00L,5003,0,0,7,44,0,1,0,24.44492932,0.5607304788897656
A84026,WELL CLOSE MEDICAL GROUP,00L,9115,0,0,8,44,0,1,0,19.48952824,0.6726825440817772
A84027,BELLINGHAM PRACTICE,00L,3363,0,0,4,44,0,1,0,17.80319076,0.6037850629214649
A84028,SEATON PARK MEDICAL GROUP,00L,18231,0,0,14,44,0,1,0,30.74142117,0.5690359771335673
A84029,WIDDRINGTON SURGERY,00L,2660,1,0,5,44,1,1,0,18.59234176,0.4074713877260578
A84030,VILLAGE MEDICAL GROUP,00L,9285,0,0,10,44,0,1,0,20.71120339,0.660470502057359
A84031,GREYSTOKE SURGERY,00L,9367,0,0,7,44,0,1,0,13.00751758,0.41698805158739555
A84032,CHEVIOT MEDICAL GROUP,00L,2460,1,0,2,44,1,1,0,17.97696277,0.46989581674026176
A84033,THE SELE MEDICAL PRACTICE,00L,6102,0,0,7,44,0,1,0,13.61557829,0.4146829809998794
A84034,HALTWHISTLE MEDICAL GROUP,00L,5631,0,0,8,44,0,1,0,18.90077954,0.5945303986560843
A84035,RIVERSDALE SURGERY,00L,6021,0,0,5,44,1,1,0,11.5954465,0.6281254288655482
A84036,WELLWAY MEDICAL GROUP,00L,18552,0,0,16,44,0,1,0,23.24804953,0.5900942136668083
A84037,NETHERFIELD HOUSE,00L,5789,0,0,6,44,0,1,0,19.85134494,0.6069341570582766
A84038,FORUM FAMILY PRACTICE,00L,6153,0,0,5,44,0,1,0,20.44356621,0.5573353698793113
A84039,GAS HOUSE LANE SURGERY,00L,5431,0,0,4,44,1,1,0,13.27837533,0.5409958162112342
A84040,HUMSHAUGH & WARK MED GRP,00L,3583,0,0,6,44,1,1,0,15.66924688,0.48206398594733835
A84042,SCOTS GAP MEDICAL GROUP,00L,2065,1,0,2,44,1,1,0,16.42296249,0.5656344571757901
A84043,BROCKWELL MEDICAL GROUP,00L,17233,0,0,14,44,0,1,0,16.67143592,0.614500466640194
A84044,UNION BRAE & NORHAM PRAC,00L,7093,0,0,7,44,1,1,0,19.83568137,0.616708256467214
A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,00L,5402,0,0,5,44,1,1,0,16.89784556,0.390954232726266
